Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
BCD,521.0,63.14,Moderate Chance,Government,525.0,Male,Less Chance,Not Selected
BCB,449.0,54.53,Less Chance,Private,451.0,Female,Less Chance,Not Selected
BCD,420.0,51.24,Less Chance,Government,426.0,Female,Less Chance,Not Selected
SC,480.0,59.37,Less Chance,Government,486.0,Female,Less Chance,Not Selected
BCA,485.0,59.26,Less Chance,Government,491.0,Female,Less Chance,Not Selected
BCA,450.0,55.03,Less Chance,Government,456.0,Female,Less Chance,Not Selected
BCD,559.0,67.71,Moderate Chance,Government,563.0,Male,Moderate Chance,Not Selected
BCD,432.0,51.96,Less Chance,Private,432.0,Male,Less Chance,Not Selected
BCA,515.0,62.64,Moderate Chance,Government,519.0,Male,Less Chance,Not Selected
BCA,506.0,61.55,Moderate Chance,Government,510.0,Male,Less Chance,Not Selected
BCB,424.0,51.99,Less Chance,Government,430.0,Female,Less Chance,Not Selected
BCA,414.0,50.21,Less Chance,Private,416.0,Female,Less Chance,Not Selected
EWS,561.0,68.19,Moderate Chance,Government,565.0,Male,Moderate Chance,Not Selected
SC,408.0,50.09,Less Chance,Private,410.0,Female,Less Chance,Not Selected
BCE,560.0,68.54,Moderate Chance,Government,564.0,Male,Moderate Chance,Not Selected
EWS,476.0,57.93,Less Chance,Government,480.0,Male,Less Chance,Not Selected
SC,593.0,96.3,High Chance,Private,595.0,Female,High Chance,Selected
EWS,558.0,68.07,Moderate Chance,Government,564.0,Female,Moderate Chance,Not Selected
BCA,579.0,81.0,Moderate Chance,Private,581.0,Female,High Chance,Selected
BCB,483.0,59.12,Less Chance,Government,489.0,Female,Less Chance,Not Selected
BCA,462.0,56.48,Less Chance,Government,468.0,Female,Less Chance,Not Selected
OC,526.0,63.29,Moderate Chance,Private,528.0,Female,Less Chance,Not Selected
BCB,564.0,68.91,Moderate Chance,Government,570.0,Female,Moderate Chance,Not Selected
BCD,400.0,48.59,Less Chance,Government,404.0,Male,Less Chance,Not Selected
BCD,519.0,63.14,Moderate Chance,Government,525.0,Female,Less Chance,Not Selected
BCD,503.0,60.98,Moderate Chance,Government,507.0,Male,Less Chance,Not Selected
BCB,546.0,66.49,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
BCD,590.0,95.56,High Chance,Government,596.0,Female,High Chance,Selected
BCA,550.0,66.86,Moderate Chance,Government,554.0,Male,Less Chance,Not Selected
BCD,428.0,51.96,Less Chance,Government,432.0,Male,Less Chance,Not Selected
EWS,572.0,69.76,Moderate Chance,Government,578.0,Female,Moderate Chance,Not Selected
BCD,414.0,50.27,Less Chance,Government,418.0,Male,Less Chance,Not Selected
BCB,523.0,63.71,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
BCA,586.0,90.0,High Chance,Government,590.0,Male,High Chance,Selected
BCD,593.0,96.67,High Chance,Government,597.0,Male,High Chance,Selected
EWS,564.0,68.55,Moderate Chance,Government,568.0,Male,Moderate Chance,Not Selected
BCD,511.0,61.7,Moderate Chance,Private,513.0,Female,Less Chance,Not Selected
EWS,563.0,68.43,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
BCA,439.0,53.22,Less Chance,Private,441.0,Female,Less Chance,Not Selected
SC,508.0,62.79,Moderate Chance,Government,514.0,Female,Less Chance,Not Selected
BCA,583.0,89.0,High Chance,Government,589.0,Female,High Chance,Selected
BCB,415.0,50.9,Less Chance,Government,421.0,Female,Less Chance,Not Selected
BCA,432.0,52.86,Less Chance,Government,438.0,Female,Less Chance,Not Selected
EWS,535.0,65.05,Moderate Chance,Government,539.0,Male,Less Chance,Not Selected
BCA,556.0,67.59,Moderate Chance,Government,560.0,Male,Moderate Chance,Not Selected
BCD,458.0,55.81,Less Chance,Government,464.0,Female,Less Chance,Not Selected
SC,454.0,55.95,Less Chance,Government,458.0,Male,Less Chance,Not Selected
EWS,546.0,66.62,Moderate Chance,Government,552.0,Female,Less Chance,Not Selected
BCA,446.0,54.55,Less Chance,Government,452.0,Female,Less Chance,Not Selected
BCD,469.0,57.13,Less Chance,Government,475.0,Female,Less Chance,Not Selected
BCB,545.0,66.61,Moderate Chance,Government,551.0,Female,Less Chance,Not Selected
OC,504.0,61.13,Moderate Chance,Government,510.0,Female,Less Chance,Not Selected
BCA,459.0,56.12,Less Chance,Government,465.0,Female,Less Chance,Not Selected
BCA,600.0,102.0,High Chance,Private,602.0,Female,High Chance,Selected
BCD,472.0,57.49,Less Chance,Government,478.0,Female,Less Chance,Not Selected
SC,421.0,51.92,Less Chance,Government,425.0,Male,Less Chance,Not Selected
BCB,509.0,61.54,Moderate Chance,Private,509.0,Male,Less Chance,Not Selected
BCD,489.0,59.54,Less Chance,Government,495.0,Female,Less Chance,Not Selected
EWS,448.0,54.07,Less Chance,Private,448.0,Male,Less Chance,Not Selected
BCA,572.0,69.52,Moderate Chance,Government,576.0,Male,Moderate Chance,Not Selected
BCB,423.0,51.87,Less Chance,Government,429.0,Female,Less Chance,Not Selected
BCE,446.0,54.69,Less Chance,Government,450.0,Male,Less Chance,Not Selected
BCD,562.0,68.32,Moderate Chance,Government,568.0,Female,Moderate Chance,Not Selected
BCA,414.0,50.69,Less Chance,Government,420.0,Female,Less Chance,Not Selected
BCB,510.0,62.38,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
BCB,413.0,50.41,Less Chance,Government,417.0,Male,Less Chance,Not Selected
EWS,484.0,58.9,Less Chance,Government,488.0,Male,Less Chance,Not Selected
EWS,592.0,98.0,High Chance,Government,598.0,Female,High Chance,Selected
OC,488.0,58.97,Less Chance,Government,492.0,Male,Less Chance,Not Selected
BCD,498.0,60.62,Less Chance,Government,504.0,Female,Less Chance,Not Selected
BCA,519.0,63.12,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
OC,449.0,54.06,Less Chance,Private,451.0,Female,Less Chance,Not Selected
EWS,430.0,52.62,Less Chance,Government,436.0,Female,Less Chance,Not Selected
BCD,547.0,66.51,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
BCB,480.0,58.51,Less Chance,Government,484.0,Male,Less Chance,Not Selected
BCD,599.0,103.33,High Chance,Government,603.0,Male,High Chance,Selected
BCA,596.0,100.0,High Chance,Government,600.0,Male,High Chance,Selected
BCD,583.0,81.11,High Chance,Private,583.0,Male,High Chance,Selected
SC,483.0,59.74,Less Chance,Government,489.0,Female,Less Chance,Not Selected
OC,427.0,51.66,Less Chance,Government,431.0,Male,Less Chance,Not Selected
BCA,516.0,62.76,Moderate Chance,Government,520.0,Male,Less Chance,Not Selected
OC,425.0,51.42,Less Chance,Government,429.0,Male,Less Chance,Not Selected
BCB,580.0,80.95,High Chance,Private,580.0,Male,High Chance,Selected
BCD,447.0,54.24,Less Chance,Government,451.0,Male,Less Chance,Not Selected
BCD,439.0,52.8,Less Chance,Private,439.0,Male,Less Chance,Not Selected
BCD,443.0,54.0,Less Chance,Government,449.0,Female,Less Chance,Not Selected
BCA,463.0,56.6,Less Chance,Government,469.0,Female,Less Chance,Not Selected
EWS,411.0,50.09,Less Chance,Government,415.0,Male,Less Chance,Not Selected
BCB,479.0,58.39,Less Chance,Government,483.0,Male,Less Chance,Not Selected
BCA,410.0,49.72,Less Chance,Private,412.0,Female,Less Chance,Not Selected
OC,550.0,66.4,Moderate Chance,Government,554.0,Male,Less Chance,Not Selected
BCA,512.0,62.28,Moderate Chance,Government,516.0,Male,Less Chance,Not Selected
BCB,574.0,80.95,Moderate Chance,Government,580.0,Female,High Chance,Selected
ST,419.0,52.88,Less Chance,Government,423.0,Male,Less Chance,Not Selected
BCA,416.0,50.93,Less Chance,Government,422.0,Female,Less Chance,Not Selected
SC,548.0,67.68,Moderate Chance,Government,554.0,Female,Moderate Chance,Not Selected
EWS,425.0,51.78,Less Chance,Government,429.0,Male,Less Chance,Not Selected
BCD,542.0,65.67,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
BCA,437.0,53.47,Less Chance,Government,443.0,Female,Less Chance,Not Selected
SC,540.0,66.7,Moderate Chance,Government,546.0,Female,Less Chance,Not Selected
BCB,463.0,56.46,Less Chance,Government,467.0,Male,Less Chance,Not Selected
EWS,452.0,55.28,Less Chance,Government,458.0,Female,Less Chance,Not Selected
BCD,467.0,56.89,Less Chance,Government,473.0,Female,Less Chance,Not Selected
BCD,549.0,66.51,Moderate Chance,Government,553.0,Male,Less Chance,Not Selected
BCD,481.0,58.33,Less Chance,Government,485.0,Male,Less Chance,Not Selected
EWS,492.0,59.38,Less Chance,Private,492.0,Male,Less Chance,Not Selected
BCE,449.0,54.81,Less Chance,Private,451.0,Female,Less Chance,Not Selected
BCA,500.0,60.59,Moderate Chance,Private,502.0,Female,Less Chance,Not Selected
EWS,434.0,52.38,Less Chance,Private,434.0,Male,Less Chance,Not Selected
BCB,427.0,52.11,Less Chance,Government,431.0,Male,Less Chance,Not Selected
BCD,410.0,49.79,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCA,576.0,82.0,Moderate Chance,Government,582.0,Female,High Chance,Selected
BCD,479.0,58.09,Less Chance,Government,483.0,Male,Less Chance,Not Selected
OC,437.0,53.1,Less Chance,Government,443.0,Female,Less Chance,Not Selected
BCD,417.0,50.64,Less Chance,Government,421.0,Male,Less Chance,Not Selected
BCB,557.0,68.07,Moderate Chance,Government,563.0,Female,Moderate Chance,Not Selected
BCA,455.0,55.64,Less Chance,Government,461.0,Female,Less Chance,Not Selected
SC,449.0,55.58,Less Chance,Government,455.0,Female,Less Chance,Not Selected
BCB,585.0,89.52,High Chance,Government,589.0,Male,High Chance,Selected
EWS,460.0,56.24,Less Chance,Government,466.0,Female,Less Chance,Not Selected
BCD,528.0,64.23,Moderate Chance,Government,534.0,Female,Less Chance,Not Selected
EWS,600.0,100.0,High Chance,Private,600.0,Male,High Chance,Selected
EWS,425.0,51.78,Less Chance,Government,429.0,Male,Less Chance,Not Selected
BCB,518.0,63.11,Moderate Chance,Government,522.0,Male,Less Chance,Not Selected
SC,570.0,82.22,Moderate Chance,Government,576.0,Female,High Chance,Selected
BCE,428.0,52.74,Less Chance,Government,434.0,Female,Less Chance,Not Selected
BCB,597.0,97.14,High Chance,Private,597.0,Male,High Chance,Selected
BCD,499.0,60.5,Moderate Chance,Government,503.0,Male,Less Chance,Not Selected
BCD,475.0,57.13,Less Chance,Private,475.0,Male,Less Chance,Not Selected
BCA,592.0,98.0,High Chance,Government,598.0,Female,High Chance,Selected
BCD,464.0,56.05,Less Chance,Private,466.0,Female,Less Chance,Not Selected
BCA,530.0,64.69,Moderate Chance,Government,536.0,Female,Less Chance,Not Selected
EWS,522.0,63.0,Moderate Chance,Private,522.0,Male,Less Chance,Not Selected
BCD,587.0,92.22,High Chance,Government,593.0,Female,High Chance,Selected
BCD,543.0,65.79,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCA,441.0,53.95,Less Chance,Government,447.0,Female,Less Chance,Not Selected
BCB,465.0,56.22,Less Chance,Private,465.0,Male,Less Chance,Not Selected
SC,577.0,87.41,High Chance,Government,583.0,Female,High Chance,Selected
EWS,425.0,51.29,Less Chance,Private,425.0,Male,Less Chance,Not Selected
BCD,447.0,54.24,Less Chance,Government,451.0,Male,Less Chance,Not Selected
EWS,443.0,54.19,Less Chance,Government,449.0,Female,Less Chance,Not Selected
SC,416.0,51.31,Less Chance,Government,420.0,Male,Less Chance,Not Selected
BCD,479.0,58.33,Less Chance,Government,485.0,Female,Less Chance,Not Selected
BCB,580.0,86.67,High Chance,Government,586.0,Female,High Chance,Selected
BCD,527.0,63.87,Moderate Chance,Government,531.0,Male,Less Chance,Not Selected
EWS,573.0,69.64,Moderate Chance,Government,577.0,Male,Moderate Chance,Not Selected
BCD,450.0,54.36,Less Chance,Private,452.0,Female,Less Chance,Not Selected
BCD,491.0,59.54,Less Chance,Government,495.0,Male,Less Chance,Not Selected
SC,421.0,51.92,Less Chance,Government,425.0,Male,Less Chance,Not Selected
OC,462.0,56.1,Less Chance,Government,468.0,Female,Less Chance,Not Selected
BCD,521.0,63.38,Moderate Chance,Government,527.0,Female,Less Chance,Not Selected
BCB,559.0,67.58,Moderate Chance,Private,559.0,Male,Moderate Chance,Not Selected
OC,496.0,59.69,Less Chance,Private,498.0,Female,Less Chance,Not Selected
BCA,522.0,63.72,Moderate Chance,Government,528.0,Female,Less Chance,Not Selected
EWS,419.0,51.29,Less Chance,Government,425.0,Female,Less Chance,Not Selected
EWS,527.0,63.84,Moderate Chance,Private,529.0,Female,Less Chance,Not Selected
SC,473.0,58.27,Less Chance,Government,477.0,Male,Less Chance,Not Selected
BCD,526.0,63.51,Moderate Chance,Private,528.0,Female,Less Chance,Not Selected
BCB,479.0,58.64,Less Chance,Government,485.0,Female,Less Chance,Not Selected
EWS,501.0,60.95,Moderate Chance,Government,505.0,Male,Less Chance,Not Selected
BCB,442.0,54.16,Less Chance,Government,448.0,Female,Less Chance,Not Selected
BCA,445.0,53.71,Less Chance,Private,445.0,Male,Less Chance,Not Selected
OC,560.0,67.84,Moderate Chance,Government,566.0,Female,Moderate Chance,Not Selected
BCB,595.0,100.95,High Chance,Government,601.0,Female,High Chance,Selected
BCB,410.0,50.05,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCD,528.0,63.99,Moderate Chance,Government,532.0,Male,Less Chance,Not Selected
EWS,510.0,61.55,Moderate Chance,Private,510.0,Male,Less Chance,Not Selected
BCD,547.0,66.51,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
SC,572.0,80.74,Moderate Chance,Private,574.0,Female,High Chance,Selected
BCB,583.0,89.52,High Chance,Government,589.0,Female,High Chance,Selected
EWS,453.0,55.16,Less Chance,Government,457.0,Male,Less Chance,Not Selected
BCD,579.0,81.11,Moderate Chance,Government,583.0,Male,High Chance,Selected
BCB,486.0,59.48,Less Chance,Government,492.0,Female,Less Chance,Not Selected
BCD,569.0,69.16,Moderate Chance,Government,575.0,Female,Moderate Chance,Not Selected
BCC,556.0,69.51,Moderate Chance,Government,562.0,Female,Moderate Chance,Not Selected
EWS,402.0,49.24,Less Chance,Government,408.0,Female,Less Chance,Not Selected
BCB,464.0,56.58,Less Chance,Government,468.0,Male,Less Chance,Not Selected
BCD,506.0,61.58,Moderate Chance,Government,512.0,Female,Less Chance,Not Selected
BCA,491.0,59.98,Less Chance,Government,497.0,Female,Less Chance,Not Selected
BCE,429.0,52.38,Less Chance,Private,431.0,Female,Less Chance,Not Selected
BCB,417.0,50.9,Less Chance,Government,421.0,Male,Less Chance,Not Selected
EWS,421.0,51.53,Less Chance,Government,427.0,Female,Less Chance,Not Selected
BCD,507.0,61.46,Moderate Chance,Government,511.0,Male,Less Chance,Not Selected
ST,427.0,53.63,Less Chance,Private,429.0,Female,Less Chance,Not Selected
ST,490.0,61.75,Moderate Chance,Government,494.0,Male,Less Chance,Not Selected
BCD,417.0,50.88,Less Chance,Government,423.0,Female,Less Chance,Not Selected
BCD,525.0,63.63,Moderate Chance,Government,529.0,Male,Less Chance,Not Selected
BCD,499.0,60.02,Moderate Chance,Private,499.0,Male,Less Chance,Not Selected
EWS,501.0,61.19,Moderate Chance,Government,507.0,Female,Less Chance,Not Selected
BCD,498.0,60.38,Less Chance,Government,502.0,Male,Less Chance,Not Selected
BCB,476.0,57.79,Less Chance,Private,478.0,Female,Less Chance,Not Selected
BCB,491.0,59.84,Less Chance,Government,495.0,Male,Less Chance,Not Selected
BCD,439.0,53.52,Less Chance,Government,445.0,Female,Less Chance,Not Selected
SC,544.0,66.95,Moderate Chance,Government,548.0,Male,Less Chance,Not Selected
BCD,474.0,57.73,Less Chance,Government,480.0,Female,Less Chance,Not Selected
ST,564.0,85.0,High Chance,Government,570.0,Female,High Chance,Selected
BCD,546.0,65.67,Moderate Chance,Private,546.0,Male,Less Chance,Not Selected
BCB,511.0,62.5,Moderate Chance,Government,517.0,Female,Less Chance,Not Selected
BCD,450.0,54.85,Less Chance,Government,456.0,Female,Less Chance,Not Selected
BCA,531.0,64.57,Moderate Chance,Government,535.0,Male,Less Chance,Not Selected
EWS,452.0,55.28,Less Chance,Government,458.0,Female,Less Chance,Not Selected
BCA,547.0,66.74,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
BCD,558.0,67.11,Moderate Chance,Private,558.0,Male,Moderate Chance,Not Selected
BCD,587.0,90.0,High Chance,Government,591.0,Male,High Chance,Selected
BCD,507.0,61.7,Moderate Chance,Government,513.0,Female,Less Chance,Not Selected
BCD,487.0,59.3,Less Chance,Government,493.0,Female,Less Chance,Not Selected
BCB,463.0,56.7,Less Chance,Government,469.0,Female,Less Chance,Not Selected
BCE,441.0,54.08,Less Chance,Government,445.0,Male,Less Chance,Not Selected
BCB,587.0,93.33,High Chance,Government,593.0,Female,High Chance,Selected
BCA,496.0,60.59,Less Chance,Government,502.0,Female,Less Chance,Not Selected
SC,552.0,68.17,Moderate Chance,Government,558.0,Female,Moderate Chance,Not Selected
BCD,582.0,84.44,High Chance,Government,586.0,Male,High Chance,Selected
BCD,430.0,52.2,Less Chance,Government,434.0,Male,Less Chance,Not Selected
EWS,600.0,106.0,High Chance,Government,606.0,Female,High Chance,Selected
BCB,597.0,97.14,High Chance,Private,597.0,Male,High Chance,Selected
BCA,464.0,56.48,Less Chance,Government,468.0,Male,Less Chance,Not Selected
BCD,496.0,60.38,Less Chance,Government,502.0,Female,Less Chance,Not Selected
EWS,582.0,88.0,High Chance,Government,588.0,Female,High Chance,Selected
EWS,554.0,67.59,Moderate Chance,Government,560.0,Female,Moderate Chance,Not Selected
EWS,461.0,55.88,Less Chance,Private,463.0,Female,Less Chance,Not Selected
SC,423.0,51.68,Less Chance,Private,423.0,Male,Less Chance,Not Selected
BCD,590.0,91.11,High Chance,Private,592.0,Female,High Chance,Selected
SC,447.0,55.34,Less Chance,Government,453.0,Female,Less Chance,Not Selected
BCD,578.0,80.0,Moderate Chance,Government,582.0,Male,High Chance,Selected
BCB,575.0,80.0,Moderate Chance,Government,579.0,Male,High Chance,Selected
SC,547.0,67.07,Moderate Chance,Private,549.0,Female,Moderate Chance,Not Selected
SC,564.0,69.63,Moderate Chance,Government,570.0,Female,Moderate Chance,Not Selected
BCA,410.0,49.72,Less Chance,Private,412.0,Female,Less Chance,Not Selected
BCD,416.0,50.52,Less Chance,Government,420.0,Male,Less Chance,Not Selected
EWS,546.0,66.38,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
EWS,529.0,64.33,Moderate Chance,Government,533.0,Male,Less Chance,Not Selected
EWS,566.0,68.79,Moderate Chance,Government,570.0,Male,Moderate Chance,Not Selected
BCB,517.0,63.23,Moderate Chance,Government,523.0,Female,Less Chance,Not Selected
BCA,537.0,65.29,Moderate Chance,Government,541.0,Male,Less Chance,Not Selected
SC,569.0,81.48,Moderate Chance,Government,575.0,Female,High Chance,Selected
BCB,558.0,67.94,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
EWS,564.0,68.79,Moderate Chance,Government,570.0,Female,Moderate Chance,Not Selected
BCA,534.0,64.93,Moderate Chance,Government,538.0,Male,Less Chance,Not Selected
SC,591.0,97.78,High Chance,Government,597.0,Female,High Chance,Selected
BCA,546.0,66.38,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
BCB,589.0,95.24,High Chance,Government,595.0,Female,High Chance,Selected
ST,523.0,66.12,Moderate Chance,Government,529.0,Female,Less Chance,Not Selected
EWS,520.0,63.48,Moderate Chance,Government,526.0,Female,Less Chance,Not Selected
EWS,527.0,64.09,Moderate Chance,Government,531.0,Male,Less Chance,Not Selected
BCB,530.0,64.08,Moderate Chance,Private,530.0,Male,Less Chance,Not Selected
SC,598.0,101.48,High Chance,Government,602.0,Male,High Chance,Selected
BCD,556.0,67.35,Moderate Chance,Government,560.0,Male,Moderate Chance,Not Selected
EWS,434.0,53.1,Less Chance,Government,440.0,Female,Less Chance,Not Selected
BCB,411.0,50.17,Less Chance,Government,415.0,Male,Less Chance,Not Selected
EWS,462.0,55.76,Less Chance,Private,462.0,Male,Less Chance,Not Selected
BCA,565.0,68.91,Moderate Chance,Government,571.0,Female,Moderate Chance,Not Selected
BCE,545.0,66.96,Moderate Chance,Government,551.0,Female,Less Chance,Not Selected
BCB,584.0,88.57,High Chance,Government,588.0,Male,High Chance,Selected
SC,522.0,64.5,Moderate Chance,Government,528.0,Female,Less Chance,Not Selected
BCB,537.0,65.65,Moderate Chance,Government,543.0,Female,Less Chance,Not Selected
EWS,568.0,69.03,Moderate Chance,Government,572.0,Male,Moderate Chance,Not Selected
BCB,448.0,54.65,Less Chance,Government,452.0,Male,Less Chance,Not Selected
BCA,531.0,64.81,Moderate Chance,Government,537.0,Female,Less Chance,Not Selected
EWS,575.0,81.0,Moderate Chance,Government,581.0,Female,High Chance,Selected
EWS,577.0,83.0,Moderate Chance,Government,583.0,Female,High Chance,Selected
BCA,505.0,61.67,Moderate Chance,Government,511.0,Female,Less Chance,Not Selected
BCB,408.0,50.05,Less Chance,Government,414.0,Female,Less Chance,Not Selected
SC,587.0,93.33,High Chance,Government,591.0,Male,High Chance,Selected
BCB,585.0,91.43,High Chance,Government,591.0,Female,High Chance,Selected
ST,515.0,64.88,Moderate Chance,Government,519.0,Male,Less Chance,Not Selected
BCB,456.0,55.61,Less Chance,Government,460.0,Male,Less Chance,Not Selected
SC,438.0,54.0,Less Chance,Government,442.0,Male,Less Chance,Not Selected
BCA,480.0,58.41,Less Chance,Government,484.0,Male,Less Chance,Not Selected
BCB,471.0,57.43,Less Chance,Government,475.0,Male,Less Chance,Not Selected
BCA,481.0,58.53,Less Chance,Government,485.0,Male,Less Chance,Not Selected
BCB,571.0,69.52,Moderate Chance,Government,575.0,Male,Moderate Chance,Not Selected
EWS,540.0,65.9,Moderate Chance,Government,546.0,Female,Less Chance,Not Selected
BCA,418.0,50.93,Less Chance,Government,422.0,Male,Less Chance,Not Selected
BCA,457.0,55.64,Less Chance,Government,461.0,Male,Less Chance,Not Selected
BCB,432.0,52.71,Less Chance,Government,436.0,Male,Less Chance,Not Selected
EWS,491.0,59.74,Less Chance,Government,495.0,Male,Less Chance,Not Selected
BCA,558.0,68.07,Moderate Chance,Government,564.0,Female,Moderate Chance,Not Selected
BCB,569.0,69.52,Moderate Chance,Government,575.0,Female,Moderate Chance,Not Selected
BCA,536.0,65.17,Moderate Chance,Government,540.0,Male,Less Chance,Not Selected
SC,537.0,65.85,Moderate Chance,Private,539.0,Female,Less Chance,Not Selected
EWS,566.0,69.03,Moderate Chance,Government,572.0,Female,Moderate Chance,Not Selected
BCB,489.0,59.84,Less Chance,Government,495.0,Female,Less Chance,Not Selected
BCA,579.0,85.0,Moderate Chance,Government,585.0,Female,High Chance,Selected
BCB,501.0,61.05,Moderate Chance,Government,505.0,Male,Less Chance,Not Selected
SC,413.0,50.94,Less Chance,Government,417.0,Male,Less Chance,Not Selected
BCE,596.0,100.0,High Chance,Government,600.0,Male,High Chance,Selected
SC,404.0,50.09,Less Chance,Government,410.0,Female,Less Chance,Not Selected
BCA,452.0,54.55,Less Chance,Private,452.0,Male,Less Chance,Not Selected
EWS,529.0,63.84,Moderate Chance,Private,529.0,Male,Less Chance,Not Selected
BCA,561.0,67.95,Moderate Chance,Private,563.0,Female,Moderate Chance,Not Selected
BCA,535.0,65.29,Moderate Chance,Government,541.0,Female,Less Chance,Not Selected
SC,564.0,69.14,Moderate Chance,Private,566.0,Female,Moderate Chance,Not Selected
BCB,488.0,59.0,Less Chance,Private,488.0,Male,Less Chance,Not Selected
EWS,525.0,64.09,Moderate Chance,Government,531.0,Female,Less Chance,Not Selected
BCA,549.0,66.98,Moderate Chance,Government,555.0,Female,Less Chance,Not Selected
SC,506.0,62.55,Moderate Chance,Government,512.0,Female,Less Chance,Not Selected
ST,478.0,60.25,Less Chance,Government,482.0,Male,Less Chance,Not Selected
BCB,539.0,65.65,Moderate Chance,Government,543.0,Male,Less Chance,Not Selected
EWS,462.0,56.24,Less Chance,Government,466.0,Male,Less Chance,Not Selected
BCB,420.0,51.26,Less Chance,Government,424.0,Male,Less Chance,Not Selected
EWS,477.0,58.29,Less Chance,Government,483.0,Female,Less Chance,Not Selected
BCA,576.0,80.0,Moderate Chance,Government,580.0,Male,High Chance,Selected
EWS,487.0,59.5,Less Chance,Government,493.0,Female,Less Chance,Not Selected
EWS,452.0,54.55,Less Chance,Private,452.0,Male,Less Chance,Not Selected
BCB,403.0,49.21,Less Chance,Government,407.0,Male,Less Chance,Not Selected
BCA,599.0,105.0,High Chance,Government,605.0,Female,High Chance,Selected
BCB,518.0,63.11,Moderate Chance,Government,522.0,Male,Less Chance,Not Selected
EWS,546.0,66.62,Moderate Chance,Government,552.0,Female,Less Chance,Not Selected
BCA,431.0,52.5,Less Chance,Government,435.0,Male,Less Chance,Not Selected
EWS,423.0,51.78,Less Chance,Government,429.0,Female,Less Chance,Not Selected
BCB,452.0,55.37,Less Chance,Government,458.0,Female,Less Chance,Not Selected
SC,536.0,65.97,Moderate Chance,Government,540.0,Male,Less Chance,Not Selected
ST,596.0,101.0,High Chance,Government,602.0,Female,High Chance,Selected
BCE,505.0,61.86,Moderate Chance,Government,509.0,Male,Less Chance,Not Selected
EWS,542.0,65.41,Moderate Chance,Private,542.0,Male,Less Chance,Not Selected
BCB,456.0,55.85,Less Chance,Government,462.0,Female,Less Chance,Not Selected
SC,505.0,61.94,Moderate Chance,Private,507.0,Female,Less Chance,Not Selected
BCB,425.0,52.11,Less Chance,Government,431.0,Female,Less Chance,Not Selected
EWS,406.0,49.48,Less Chance,Government,410.0,Male,Less Chance,Not Selected
BCB,556.0,67.94,Moderate Chance,Government,562.0,Female,Moderate Chance,Not Selected
SC,525.0,64.62,Moderate Chance,Government,529.0,Male,Less Chance,Not Selected
BCB,532.0,64.56,Moderate Chance,Private,534.0,Female,Less Chance,Not Selected
EWS,595.0,101.0,High Chance,Government,601.0,Female,High Chance,Selected
SC,582.0,89.63,High Chance,Government,586.0,Male,High Chance,Selected
EWS,594.0,96.0,High Chance,Private,596.0,Female,High Chance,Selected
BCC,413.0,51.57,Less Chance,Government,417.0,Male,Less Chance,Not Selected
BCE,595.0,99.17,High Chance,Government,599.0,Male,High Chance,Selected
EWS,546.0,66.38,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
SC,510.0,62.79,Moderate Chance,Government,514.0,Male,Less Chance,Not Selected
BCE,510.0,62.47,Moderate Chance,Government,514.0,Male,Less Chance,Not Selected
BCA,410.0,50.21,Less Chance,Government,416.0,Female,Less Chance,Not Selected
SC,519.0,63.89,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
EWS,578.0,82.0,Moderate Chance,Government,582.0,Male,High Chance,Selected
ST,431.0,54.38,Less Chance,Government,435.0,Male,Less Chance,Not Selected
EWS,540.0,65.9,Moderate Chance,Government,546.0,Female,Less Chance,Not Selected
SC,455.0,56.32,Less Chance,Government,461.0,Female,Less Chance,Not Selected
EWS,495.0,60.47,Less Chance,Government,501.0,Female,Less Chance,Not Selected
EWS,597.0,103.0,High Chance,Government,603.0,Female,High Chance,Selected
BCE,533.0,64.77,Moderate Chance,Private,533.0,Male,Less Chance,Not Selected
SC,530.0,65.48,Moderate Chance,Government,536.0,Female,Less Chance,Not Selected
EWS,583.0,89.0,High Chance,Government,589.0,Female,High Chance,Selected
BCD,440.0,52.92,Less Chance,Private,440.0,Male,Less Chance,Not Selected
EWS,500.0,61.07,Moderate Chance,Government,506.0,Female,Less Chance,Not Selected
SC,482.0,59.62,Less Chance,Government,488.0,Female,Less Chance,Not Selected
SC,566.0,69.14,Moderate Chance,Private,566.0,Male,Moderate Chance,Not Selected
SC,503.0,61.69,Moderate Chance,Private,505.0,Female,Less Chance,Not Selected
